net|sta|evtnum|mean(azimuth)|std|median|mad|starttime|endtime
SC|BYD|50|-1.40|5.36|-0.72|3.71|2012-12-17T09:16:00Z|2013-09-04T00:18:00Z
SC|BZH|135|-5.54|7.15|-5.07|5.14|2007-09-13T03:35:00Z|2009-05-12T01:26:00Z
SC|BZH|277|-5.65|6.04|-5.70|4.58|2009-06-02T02:17:00Z|2013-09-01T11:52:00Z
SC|CD2|16|-6.86|10.00|-5.07|2.07|2008-06-13T23:43:00Z|2008-09-11T00:20:00Z
SC|CD2|338|-3.45|3.72|-3.74|2.80|2008-10-23T10:04:00Z|2013-09-04T00:18:00Z
SC|CXI|133|5.98|5.31|5.28|4.46|2010-12-13T01:14:00Z|2013-02-06T00:07:00Z
SC|CXI|40|-4.50|4.50|-4.81|3.00|2013-02-07T00:30:00Z|2013-09-01T11:52:00Z
SC|DFU|73|-2.40|10.28|-0.50|9.76|2007-08-01T17:08:00Z|2008-04-09T11:23:00Z
SC|DFU|386|-1.28|8.50|-0.85|7.44|2008-04-11T17:45:00Z|2011-08-19T05:36:00Z
SC|DFU|187|-3.08|8.29|-2.57|7.75|2011-08-22T11:23:00Z|2013-09-04T00:18:00Z
SC|EMS|414|5.80|7.40|6.13|5.97|2007-08-01T17:08:00Z|2011-08-22T06:04:00Z
SC|EMS|125|5.45|7.05|6.03|8.33|2011-08-22T20:12:00Z|2013-09-04T00:18:00Z
SC|GZA|51|-14.40|5.49|-15.60|3.74|2011-03-09T18:16:00Z|2011-04-23T04:16:00Z
SC|GZA|224|-6.00|8.57|-6.02|9.33|2011-04-23T10:12:00Z|2013-09-04T00:18:00Z
SC|GZI|329|-0.10|8.26|0.69|8.81|2007-08-01T08:16:00Z|2010-12-23T14:00:00Z
SC|GZI|293|-3.08|7.02|-4.53|7.38|2011-02-06T11:21:00Z|2013-09-04T00:18:00Z
SC|HLI|397|24.83|9.40|25.70|5.66|2007-08-01T17:08:00Z|2012-03-14T21:13:00Z
SC|HLI|36|27.42|8.66|28.14|7.22|2012-04-14T19:26:00Z|2012-11-12T20:42:00Z
SC|HLI|36|3.45|7.26|3.12|5.95|2013-04-01T18:53:00Z|2013-09-04T00:18:00Z
SC|HMS|153|0.50|6.56|-0.22|4.23|2007-08-01T17:08:00Z|2008-11-24T09:02:00Z
SC|HMS|183|0.61|4.96|0.65|4.02|2008-12-03T23:16:00Z|2010-09-07T00:57:00Z
SC|HMS|92|-2.93|6.72|-2.04|3.63|2010-09-08T17:39:00Z|2011-05-01T16:12:00Z
SC|HMS|211|-0.32|5.04|-0.62|4.30|2011-05-05T16:57:00Z|2013-09-04T00:18:00Z
SC|HSH|236|7.51|12.56|6.77|9.86|2010-07-02T06:04:00Z|2012-06-05T19:31:00Z
SC|HWS|382|0.53|7.59|0.46|4.05|2007-08-01T17:08:00Z|2012-02-28T15:07:00Z
SC|HWS|110|-0.17|6.71|-0.07|5.19|2012-03-27T11:00:00Z|2013-09-01T11:52:00Z
SC|HYS|143|-4.23|5.12|-4.46|4.11|2007-08-01T17:08:00Z|2008-11-17T12:55:00Z
SC|HYS|88|-3.32|8.79|-4.21|3.80|2008-11-28T08:50:00Z|2010-02-11T21:56:00Z
SC|HYS|251|-4.74|4.37|-4.32|3.62|2010-02-27T23:21:00Z|2013-02-06T00:07:00Z
SC|HYS|50|-0.60|3.92|-0.60|2.91|2013-02-06T01:12:00Z|2013-09-02T04:30:00Z
SC|HYU|122|-3.96|6.53|-4.12|5.01|2010-12-06T07:30:00Z|2011-11-09T19:23:00Z
SC|HYU|85|-4.61|5.01|-5.29|4.08|2011-11-15T23:42:00Z|2013-01-05T08:58:00Z
SC|JJS|30|-6.52|6.17|-7.19|3.42|2007-08-01T17:08:00Z|2007-12-22T07:11:00Z
SC|JJS|158|-6.62|4.53|-6.60|3.37|2008-02-21T02:46:00Z|2010-08-03T12:08:00Z
SC|JJS|221|0.72|4.78|0.84|3.32|2010-08-04T07:15:00Z|2013-09-01T11:52:00Z
SC|JLI|504|3.69|5.88|4.37|4.66|2007-09-30T02:08:00Z|2012-10-08T11:43:00Z
SC|JLI|73|-2.58|4.70|-1.73|4.37|2012-10-12T00:31:00Z|2013-09-04T00:18:00Z
SC|JLO|359|5.53|5.00|5.88|4.08|2007-08-01T17:08:00Z|2010-12-20T18:41:00Z
SC|JLO|241|4.86|6.68|4.43|3.83|2010-12-22T21:49:00Z|2013-02-11T20:09:00Z
SC|JLO|46|4.20|5.05|4.62|3.11|2013-02-16T04:37:00Z|2013-09-04T00:18:00Z
SC|JMG|23|8.61|11.02|7.57|3.72|2007-08-01T17:08:00Z|2007-10-06T12:38:00Z
SC|JMG|123|8.39|5.43|8.24|4.08|2007-10-12T00:31:00Z|2009-01-19T03:35:00Z
SC|JMG|340|5.45|4.94|5.43|2.90|2009-02-11T17:34:00Z|2012-11-16T18:12:00Z
SC|JMG|57|-3.46|3.76|-3.34|2.58|2012-11-19T09:44:00Z|2013-09-01T11:52:00Z
SC|JYA|226|-6.25|8.84|-5.07|4.11|2007-08-01T17:08:00Z|2010-03-20T14:00:00Z
SC|JYA|67|-5.88|13.04|-5.73|6.43|2010-04-11T22:08:00Z|2011-03-13T11:37:00Z
SC|JYA|26|1.94|10.88|1.54|7.26|2011-03-14T17:59:00Z|2011-05-15T18:37:00Z
SC|JYA|169|-5.60|7.05|-5.68|4.89|2011-05-19T20:15:00Z|2013-09-04T00:18:00Z
SC|JZG|13|3.66|10.63|-0.27|3.31|2010-12-13T01:14:00Z|2011-01-26T15:42:00Z
SC|JZG|120|-6.62|7.26|-7.47|5.46|2011-01-29T06:55:00Z|2012-03-03T12:19:00Z
SC|JZG|147|-1.23|7.28|-1.64|6.89|2012-03-12T12:32:00Z|2013-09-02T04:30:00Z
SC|LBO|142|1.81|7.46|2.92|4.79|2007-08-01T17:08:00Z|2008-12-10T13:15:00Z
SC|LBO|99|1.51|7.97|2.53|4.14|2008-12-20T10:29:00Z|2010-02-05T06:59:00Z
SC|LBO|381|2.73|6.49|3.71|4.18|2010-02-28T08:17:00Z|2013-09-04T00:18:00Z
SC|LGH|277|-7.10|7.64|-7.94|7.31|2007-08-01T17:08:00Z|2010-12-07T18:17:00Z
SC|LGH|220|-9.92|7.93|-10.72|7.26|2010-12-21T17:19:00Z|2013-04-06T04:42:00Z
SC|LGH|42|-3.12|7.36|-3.92|7.16|2013-04-09T11:52:00Z|2013-09-04T00:18:00Z
SC|LTA|58|4.18|5.95|3.53|3.77|2007-08-02T02:37:00Z|2008-02-14T10:09:00Z
SC|LTA|436|3.78|6.16|3.74|4.17|2008-02-24T14:46:00Z|2012-02-11T07:06:00Z
SC|LTA|141|4.84|6.89|4.88|4.45|2012-03-12T12:32:00Z|2013-09-04T00:18:00Z
SC|LZH|65|57.30|10.95|57.96|3.13|2011-01-27T08:38:00Z|2011-06-27T23:27:00Z
SC|LZH|128|57.67|3.76|58.00|2.73|2011-08-17T11:44:00Z|2013-09-01T11:52:00Z
SC|MBI|581|2.49|5.58|3.13|4.85|2007-08-01T17:08:00Z|2013-09-04T00:18:00Z
SC|MDS|142|4.50|6.18|4.19|5.61|2007-08-01T17:08:00Z|2009-05-12T01:26:00Z
SC|MDS|318|3.76|6.18|3.42|6.47|2009-11-09T10:44:00Z|2013-09-04T00:18:00Z
SC|MEK|271|-9.95|7.72|-9.52|6.12|2007-08-01T17:08:00Z|2010-01-29T09:19:00Z
SC|MEK|87|-10.68|8.04|-10.17|5.37|2010-02-11T18:43:00Z|2010-11-26T12:33:00Z
SC|MEK|246|-8.51|7.21|-7.12|5.34|2010-11-30T17:54:00Z|2013-02-14T13:13:00Z
SC|MEK|55|-0.61|5.92|0.33|3.56|2013-02-16T04:37:00Z|2013-09-04T00:18:00Z
SC|MGU|336|1.02|6.44|1.72|3.82|2007-08-15T20:22:00Z|2011-12-07T13:38:00Z
SC|MGU|98|0.76|5.04|1.02|3.18|2011-12-14T05:04:00Z|2013-09-04T00:18:00Z
SC|MLI|476|-6.63|6.30|-7.08|4.72|2007-08-08T17:05:00Z|2012-12-28T17:32:00Z
SC|MLI|40|-0.70|5.96|-1.30|3.80|2013-01-05T08:58:00Z|2013-09-04T00:18:00Z
SC|MNI|214|-2.78|8.66|-3.09|4.65|2007-09-12T11:10:00Z|2011-03-11T06:48:00Z
SC|MNI|55|-0.79|14.23|-1.71|4.18|2011-03-12T17:19:00Z|2011-08-22T11:23:00Z
SC|MNI|125|-2.22|6.96|-2.97|3.96|2011-08-25T10:39:00Z|2013-09-04T00:18:00Z
SC|MXI|208|6.76|8.80|7.71|9.24|2007-08-01T17:08:00Z|2010-01-18T01:02:00Z
SC|MXI|152|-0.86|8.59|0.96|8.47|2011-05-04T17:38:00Z|2012-11-02T18:17:00Z
SC|MXI|62|-4.59|9.78|-3.31|8.70|2012-11-15T08:21:00Z|2013-09-04T00:18:00Z
SC|PGE|317|-2.72|9.54|-2.20|6.49|2007-08-01T17:08:00Z|2011-03-14T06:12:00Z
SC|PGE|106|-4.96|11.48|-2.59|7.74|2011-09-01T06:14:00Z|2013-02-23T11:09:00Z
SC|PGE|45|3.33|11.74|3.69|6.54|2013-02-28T14:05:00Z|2013-09-04T00:18:00Z
SC|PWU|367|-2.56|7.95|-1.30|7.37|2007-10-02T18:00:00Z|2011-02-20T21:43:00Z
SC|PWU|214|-6.75|8.22|-6.95|7.19|2011-03-07T00:09:00Z|2012-10-25T10:32:00Z
SC|PZH|439|-1.35|6.24|-1.31|5.19|2008-05-20T13:53:00Z|2012-08-14T02:59:00Z
SC|PZH|104|-4.98|7.18|-5.34|7.21|2012-08-18T09:41:00Z|2013-09-04T00:18:00Z
SC|QCH|428|-6.80|10.74|-7.46|9.38|2009-10-08T08:28:00Z|2013-09-02T04:30:00Z
SC|REG|102|-7.74|10.26|-6.27|5.33|2007-08-01T17:08:00Z|2008-04-09T11:23:00Z
SC|REG|17|-13.27|7.91|-11.23|7.16|2008-04-11T17:45:00Z|2008-05-18T12:17:00Z
SC|REG|175|-2.77|10.01|-3.61|7.67|2008-05-20T13:53:00Z|2010-07-18T13:04:00Z
SC|REG|233|-9.64|8.87|-9.42|6.27|2010-07-21T09:16:00Z|2013-09-04T00:18:00Z
SC|RTA|56|-0.83|7.73|-0.93|2.70|2007-08-01T17:08:00Z|2008-03-20T14:10:00Z
SC|RTA|542|-1.21|5.62|-1.08|3.83|2008-04-07T22:54:00Z|2013-02-11T20:09:00Z
SC|RTA|50|-2.63|5.38|-2.04|4.19|2013-02-16T04:37:00Z|2013-09-04T00:18:00Z
SC|SMI|45|-7.32|8.88|-9.33|2.58|2011-03-09T18:16:00Z|2011-04-21T13:37:00Z
SC|SMI|235|6.56|7.40|6.44|6.66|2011-04-21T16:11:00Z|2013-09-04T00:18:00Z
SC|SMK|466|-0.20|8.76|0.22|6.70|2007-09-12T11:10:00Z|2012-12-05T17:08:00Z
SC|SMK|56|2.62|7.04|2.25|4.47|2012-12-08T16:35:00Z|2013-09-04T00:18:00Z
SC|SPA|326|1.32|9.34|0.44|4.81|2007-08-01T17:08:00Z|2011-02-02T00:38:00Z
SC|SPA|47|0.39|7.07|0.57|3.83|2011-02-10T14:39:00Z|2011-05-05T14:13:00Z
SC|SPA|182|0.51|8.96|0.33|4.03|2011-05-13T23:35:00Z|2013-09-04T00:18:00Z
SC|TQU|245|1.17|8.66|0.26|9.24|2010-12-06T07:30:00Z|2013-09-04T00:18:00Z
SC|WCA|120|-3.27|4.58|-3.17|2.91|2011-01-09T10:03:00Z|2012-05-20T02:03:00Z
SC|WCA|56|-2.74|4.78|-3.38|3.73|2012-05-24T22:47:00Z|2013-02-16T04:37:00Z
SC|WCA|40|-0.08|3.81|-0.18|2.36|2013-03-01T03:29:00Z|2013-09-01T11:52:00Z
SC|WCH|64|1.04|7.01|1.11|7.91|2007-08-01T17:08:00Z|2008-02-14T10:09:00Z
SC|WCH|467|-1.00|7.46|-0.54|6.58|2008-02-24T14:46:00Z|2012-05-22T00:00:00Z
SC|WCH|119|-2.72|7.28|-0.53|7.53|2012-05-29T02:40:00Z|2013-09-04T00:18:00Z
SC|WMP|343|-0.25|4.71|-0.07|3.26|2007-08-02T02:37:00Z|2011-05-04T08:23:00Z
SC|WMP|177|-0.54|4.93|-0.42|3.87|2011-05-05T14:13:00Z|2013-08-31T06:38:00Z
SC|XCE|72|-12.04|6.32|-10.97|5.26|2007-08-01T17:08:00Z|2008-04-09T11:23:00Z
SC|XCE|357|-10.32|5.70|-10.42|4.60|2008-04-15T22:59:00Z|2012-03-09T07:09:00Z
SC|XCE|111|-10.94|5.96|-10.82|4.70|2012-03-14T09:08:00Z|2013-07-09T17:04:00Z
SC|XCO|340|12.24|5.23|12.37|4.23|2007-08-01T17:08:00Z|2011-04-13T19:57:00Z
SC|XCO|43|13.10|6.09|13.32|3.04|2011-04-21T00:39:00Z|2011-09-05T09:52:00Z
SC|XCO|89|12.55|5.36|12.28|4.34|2011-09-15T08:00:00Z|2013-02-06T00:07:00Z
SC|XCO|40|-0.67|5.59|-1.18|6.10|2013-02-06T01:12:00Z|2013-08-31T06:38:00Z
SC|XHA|41|-2.81|13.33|-3.04|5.93|2007-10-24T21:02:00Z|2008-05-18T12:17:00Z
SC|XHA|359|-2.94|5.45|-2.97|4.00|2008-06-06T13:42:00Z|2013-09-01T11:52:00Z
SC|XJI|374|4.67|6.65|5.41|6.22|2007-08-01T17:08:00Z|2010-12-21T17:19:00Z
SC|XJI|233|2.29|7.06|1.83|7.25|2010-12-22T21:49:00Z|2012-10-15T01:19:00Z
SC|XJI|75|3.43|7.42|1.58|7.77|2012-10-30T02:48:00Z|2013-09-04T00:18:00Z
SC|XSB|10|-7.36|10.42|-4.06|3.28|2007-09-12T11:10:00Z|2007-10-02T03:43:00Z
SC|XSB|192|-2.41|5.93|-2.22|3.68|2007-10-12T00:31:00Z|2010-02-05T06:59:00Z
SC|XSB|261|-2.17|5.17|-2.40|3.47|2010-02-15T21:51:00Z|2012-11-28T08:56:00Z
SC|XSB|57|1.36|3.92|0.75|3.25|2012-12-02T00:54:00Z|2013-09-04T00:18:00Z
SC|YGD|124|-0.01|5.74|0.42|4.57|2007-08-01T17:08:00Z|2009-01-26T19:11:00Z
SC|YGD|318|0.38|4.83|0.20|3.78|2009-02-11T17:34:00Z|2012-10-17T04:42:00Z
SC|YGD|58|3.32|3.99|3.32|2.45|2012-10-20T23:00:00Z|2013-09-04T00:18:00Z
SC|YJI|697|-4.45|4.78|-4.55|3.85|2007-08-01T17:08:00Z|2013-09-04T00:18:00Z
SC|YTI|34|-2.92|5.43|-4.14|3.63|2010-12-13T01:14:00Z|2011-03-16T03:52:00Z
SC|YTI|12|-1.97|9.93|-5.33|2.75|2011-03-20T12:03:00Z|2011-04-26T06:39:00Z
SC|YTI|178|-3.41|3.91|-3.32|3.28|2011-05-05T14:58:00Z|2013-09-01T11:52:00Z
SC|YYC|208|1.40|8.81|2.02|7.56|2007-08-01T17:08:00Z|2010-07-18T13:04:00Z
SC|YYC|22|0.58|8.47|3.38|5.46|2010-07-21T09:16:00Z|2010-11-10T04:05:00Z
SC|YYC|144|4.95|5.16|5.44|4.06|2010-12-02T03:12:00Z|2012-08-18T09:41:00Z
SC|YYC|61|0.26|6.21|1.97|6.21|2012-08-19T22:41:00Z|2013-09-04T00:18:00Z
SC|YYU|382|1.62|4.78|1.42|3.11|2007-08-01T17:08:00Z|2011-09-18T07:04:00Z
SC|YYU|113|0.25|5.90|0.33|3.44|2012-02-03T03:46:00Z|2013-09-04T00:18:00Z
SC|YZP|727|2.01|5.24|1.92|4.51|2007-08-02T02:37:00Z|2010-12-29T06:54:00Z
SC|ZJG|13|-8.17|14.29|-4.12|3.69|2007-08-08T17:04:00Z|2007-09-27T19:57:00Z
SC|ZJG|430|-2.91|6.28|-2.78|5.69|2007-09-29T05:32:00Z|2013-08-31T06:38:00Z
SD|ANQ|268|-0.39|4.89|-0.37|4.21|2007-08-01T17:08:00Z|2010-06-24T05:32:00Z
SD|ANQ|38|8.73|11.60|13.64|4.86|2010-06-26T05:30:00Z|2010-09-07T00:57:00Z
SD|ANQ|196|-0.50|6.25|-0.33|4.48|2010-09-08T11:37:00Z|2013-09-01T11:52:00Z
SD|BHC|297|-11.41|6.79|-11.76|5.23|2007-08-01T17:08:00Z|2013-07-02T07:37:00Z
SD|CHD|244|55.39|6.41|55.77|4.11|2007-08-01T17:08:00Z|2010-07-02T06:04:00Z
SD|CHD|125|-36.29|6.81|-36.63|3.83|2011-01-13T16:16:00Z|2013-02-11T09:40:00Z
SD|CHD|20|-37.60|14.68|-38.06|3.80|2013-02-16T04:37:00Z|2013-06-13T16:47:00Z
SD|CHD|12|0.23|5.91|1.92|4.76|2013-06-15T16:11:00Z|2013-09-01T11:52:00Z
SD|CSH|191|-5.16|5.63|-5.31|4.21|2007-08-05T09:28:00Z|2009-05-24T00:58:00Z
SD|CSH|280|-4.65|5.33|-5.01|3.57|2009-06-03T18:54:00Z|2012-09-22T06:58:00Z
SD|CSH|66|-4.05|5.65|-4.38|4.20|2012-10-12T00:31:00Z|2013-09-01T11:52:00Z
SD|DSD|26|-2.48|9.90|-3.54|3.74|2007-08-01T17:08:00Z|2007-11-06T02:15:00Z
SD|DSD|343|-4.02|5.29|-4.49|5.11|2008-05-23T22:50:00Z|2013-09-01T11:52:00Z
SD|HAY|12|4.82|9.51|1.65|3.79|2007-09-24T08:15:00Z|2007-10-23T19:56:00Z
SD|HAY|387|-0.33|4.44|-0.31|3.54|2008-04-15T22:59:00Z|2013-09-02T04:30:00Z
SD|JIN|33|3.70|10.85|4.72|3.37|2007-08-01T17:08:00Z|2007-10-04T14:28:00Z
SD|JIN|508|4.84|4.72|4.56|3.97|2007-10-12T00:31:00Z|2013-06-15T16:11:00Z
SD|JIN|13|-0.11|4.36|-1.25|4.71|2013-06-27T08:38:00Z|2013-09-01T11:52:00Z
SD|JIX|312|1.21|8.76|1.08|5.05|2007-08-01T17:08:00Z|2011-10-06T07:37:00Z
SD|JIX|26|-0.98|12.62|-0.08|2.88|2012-10-30T02:48:00Z|2013-07-06T05:05:00Z
SD|JUN|38|-2.75|10.84|-1.84|2.88|2007-08-01T17:08:00Z|2008-01-07T03:12:00Z
SD|JUN|25|-3.39|6.23|-3.53|3.74|2008-03-06T01:21:00Z|2008-06-03T22:04:00Z
SD|JUN|409|-1.56|4.47|-2.05|3.60|2008-06-06T20:02:00Z|2013-09-01T11:52:00Z
SD|JUX|222|-2.40|6.62|-2.31|5.33|2007-08-08T17:05:00Z|2010-01-29T09:19:00Z
SD|JUX|94|-3.17|7.59|-2.96|5.03|2010-02-13T02:34:00Z|2011-05-29T18:24:00Z
SD|JUX|140|-2.08|6.23|-2.31|4.57|2011-06-13T14:31:00Z|2013-09-01T11:52:00Z
SD|LAS|14|4.13|7.26|3.07|2.88|2011-01-02T15:19:00Z|2011-03-10T17:08:00Z
SD|LAS|72|1.59|4.95|2.06|2.54|2011-05-04T17:38:00Z|2012-05-22T00:00:00Z
SD|LAS|36|1.11|3.62|1.30|2.62|2012-05-29T07:00:00Z|2012-12-21T22:28:00Z
SD|LAY|206|-1.85|4.19|-1.75|3.45|2007-08-01T17:08:00Z|2010-04-24T07:41:00Z
SD|LAY|175|-2.40|4.42|-1.76|3.31|2010-05-05T16:29:00Z|2013-02-23T08:59:00Z
SD|LAY|27|-0.93|6.41|-0.84|3.11|2013-04-06T04:42:00Z|2013-08-06T10:41:00Z
SD|LIS|352|-1.95|4.39|-2.00|3.69|2007-09-12T11:10:00Z|2013-09-01T11:52:00Z
SD|LOK|292|0.01|7.26|0.23|4.05|2007-08-01T17:08:00Z|2011-05-10T08:55:00Z
SD|LOK|10|12.53|13.58|16.11|3.28|2011-06-27T23:27:00Z|2011-07-16T19:59:00Z
SD|LOK|24|2.07|8.56|1.33|4.76|2011-07-19T19:35:00Z|2011-10-06T07:37:00Z
SD|LOK|98|-0.24|4.45|-0.30|3.13|2011-11-14T04:05:00Z|2013-09-01T11:52:00Z
SD|LQU|152|0.06|7.60|-0.08|3.57|2007-09-29T05:37:00Z|2009-10-13T05:37:00Z
SD|LQU|187|-0.78|4.06|-0.94|3.53|2009-10-13T20:21:00Z|2013-09-01T11:52:00Z
SD|LSH|394|-0.77|5.45|-0.66|4.33|2008-09-11T00:00:00Z|2013-09-01T11:52:00Z
SD|LZH|97|-1.04|5.95|-1.00|3.62|2007-08-01T17:08:00Z|2008-07-11T09:58:00Z
SD|LZH|243|-1.15|4.86|-1.20|3.38|2008-07-25T00:29:00Z|2011-11-20T16:31:00Z
SD|LZH|82|-1.19|4.01|-1.04|3.57|2012-01-10T18:36:00Z|2013-09-01T11:52:00Z
SD|NLA|483|-2.75|4.17|-2.40|2.79|2007-08-05T09:28:00Z|2013-09-01T11:52:00Z
SD|RCH|63|-5.64|11.89|-5.00|8.08|2008-09-08T03:03:00Z|2009-05-12T01:26:00Z
SD|RCH|311|-0.10|5.54|0.11|3.87|2009-05-24T00:58:00Z|2013-09-01T11:52:00Z
SD|RSH|75|-1.07|5.73|-0.99|4.21|2007-08-01T17:08:00Z|2008-07-25T00:29:00Z
SD|RSH|261|-1.42|5.04|-1.10|4.55|2008-08-07T18:30:00Z|2012-02-03T03:46:00Z
SD|RSH|76|0.44|4.73|0.53|3.91|2012-03-03T12:19:00Z|2013-09-01T11:52:00Z
SD|RZH|25|-5.70|12.26|-2.22|2.37|2007-08-01T17:08:00Z|2007-11-10T23:42:00Z
SD|RZH|119|-3.06|5.83|-2.33|4.45|2007-11-25T19:53:00Z|2009-07-30T20:05:00Z
SD|RZH|295|-4.46|5.39|-3.83|4.23|2009-08-18T21:20:00Z|2013-09-02T04:30:00Z
SD|TCH|297|1.75|4.30|1.63|3.60|2008-06-06T13:42:00Z|2013-09-01T11:52:00Z
SD|TIA|289|-6.04|4.85|-6.14|4.97|2008-05-20T13:53:00Z|2012-07-25T11:20:00Z
SD|TIA|46|-9.23|4.46|-8.30|2.99|2012-07-28T20:03:00Z|2013-06-05T04:47:00Z
SD|TIA|12|0.23|5.79|0.03|5.34|2013-06-13T16:47:00Z|2013-09-01T11:52:00Z
SD|WED|234|-4.17|4.45|-3.81|2.86|2007-08-01T17:08:00Z|2011-07-09T19:35:00Z
SD|WED|103|-4.48|3.97|-4.85|2.94|2011-07-19T19:35:00Z|2013-09-01T11:52:00Z
SD|WUL|186|-4.30|4.49|-3.68|4.22|2007-08-01T17:08:00Z|2009-04-16T19:55:00Z
SD|WUL|142|-0.45|5.10|-0.41|4.24|2009-04-19T05:23:00Z|2010-11-23T09:01:00Z
SD|WUL|184|0.02|4.38|0.24|3.37|2010-12-13T01:14:00Z|2013-09-01T11:52:00Z
SD|XIT|75|-2.44|4.85|-2.58|3.94|2007-08-01T17:08:00Z|2008-06-06T20:02:00Z
SD|XIT|209|-3.44|4.67|-3.85|4.02|2008-06-21T11:36:00Z|2011-11-05T01:49:00Z
SD|XIT|71|-2.75|5.01|-3.20|4.11|2011-12-13T07:52:00Z|2013-09-01T11:52:00Z
SD|YSH|59|-0.30|4.80|0.68|3.32|2007-08-05T09:28:00Z|2008-01-08T19:23:00Z
SD|YSH|146|-2.16|4.69|-2.77|4.23|2008-01-20T20:26:00Z|2009-09-08T18:51:00Z
SD|YSH|282|-3.31|4.76|-3.71|3.46|2009-09-30T10:16:00Z|2013-09-01T11:52:00Z
SD|YTA|102|-5.51|4.94|-5.84|3.32|2011-04-06T14:01:00Z|2013-09-01T11:52:00Z
SD|ZCH|36|-3.37|5.56|-3.41|4.38|2007-08-01T17:08:00Z|2007-10-21T16:25:00Z
SD|ZCH|333|-5.14|4.85|-5.16|3.50|2007-10-24T21:02:00Z|2011-01-26T15:42:00Z
SD|ZCH|189|-5.89|4.62|-5.91|3.34|2011-02-06T11:21:00Z|2013-06-16T21:39:00Z
SD|ZCH|11|1.27|3.11|0.51|2.82|2013-06-27T08:38:00Z|2013-09-01T11:52:00Z
SH|DAX|21|129.88|5.25|127.92|4.52|2007-08-01T17:08:00Z|2008-01-09T08:26:00Z
SH|DOT|22|150.54|5.55|151.47|4.99|2007-10-16T21:05:00Z|2010-10-16T20:08:00Z
SH|HUH|334|-1.06|4.75|-1.16|4.26|2007-09-12T11:10:00Z|2013-09-01T11:52:00Z
SH|JIZ|17|176.32|3.93|176.68|3.84|2007-08-01T17:08:00Z|2008-03-03T02:37:00Z
SH|NAH|69|75.27|8.44|75.21|3.75|2008-03-15T14:43:00Z|2012-10-12T00:31:00Z
SH|NAH|10|77.36|13.85|73.57|7.35|2012-11-19T09:44:00Z|2013-05-24T14:56:00Z
SH|QHS|75|-9.22|4.93|-8.52|3.45|2007-08-05T09:28:00Z|2008-12-09T06:23:00Z
SH|QHS|97|-8.38|7.13|-8.53|3.22|2009-05-12T01:26:00Z|2011-10-21T17:57:00Z
SH|QHS|38|-8.15|6.02|-7.87|4.77|2011-12-14T05:04:00Z|2013-01-28T16:38:00Z
SH|QHS|34|3.32|4.46|3.38|3.35|2013-02-14T13:13:00Z|2013-09-01T11:52:00Z
SH|SSE|254|0.45|6.21|0.85|4.71|2009-08-18T21:20:00Z|2013-09-01T11:52:00Z
SH|TMS|33|-1.42|9.26|-0.29|4.12|2007-09-29T05:37:00Z|2008-04-20T13:01:00Z
SH|TMS|294|-0.15|4.55|-0.12|2.79|2008-11-21T07:05:00Z|2013-09-01T11:52:00Z
SH|TPS|396|-3.30|5.80|-3.24|3.56|2007-09-12T11:10:00Z|2012-12-08T16:35:00Z
SH|TPS|46|-1.24|4.19|-0.53|3.63|2013-02-06T00:07:00Z|2013-09-01T11:52:00Z
SH|XKS|80|-0.36|7.03|-0.15|3.94|2012-01-24T00:52:00Z|2013-09-01T11:52:00Z
SN|ANKT|241|2.25|10.67|2.01|8.97|2007-08-01T17:08:00Z|2010-04-11T09:40:00Z
SN|BIXT|186|-0.36|8.81|-1.50|5.29|2007-08-01T17:08:00Z|2009-12-09T21:29:00Z
SN|FUPI|223|-6.23|4.83|-6.59|4.83|2008-07-11T09:58:00Z|2013-06-13T16:47:00Z
SN|HEYT|346|-4.57|4.51|-4.67|3.42|2007-08-01T17:08:00Z|2012-09-11T01:28:00Z
SN|HEYT|60|0.08|5.66|0.17|5.00|2012-09-14T04:51:00Z|2013-09-01T11:52:00Z
SN|HUAX|150|-1.57|5.95|-2.06|5.63|2007-08-01T17:08:00Z|2009-08-20T06:35:00Z
SN|HUAX|166|-10.33|5.33|-10.45|4.43|2009-09-07T16:12:00Z|2011-10-06T07:37:00Z
SN|HUAX|78|-2.76|7.41|-2.24|5.16|2011-10-11T13:05:00Z|2012-12-13T23:03:00Z
SN|HUAX|55|0.83|6.17|1.39|6.67|2012-12-17T09:16:00Z|2013-09-02T04:30:00Z
SN|HUYT|60|3.20|8.14|3.62|6.98|2008-03-12T11:23:00Z|2009-05-24T06:49:00Z
SN|HUYT|247|2.37|7.56|2.98|5.68|2010-04-05T10:05:00Z|2013-09-02T04:30:00Z
SN|HZHG|297|-9.34|9.09|-8.92|4.67|2007-09-26T15:43:00Z|2010-07-23T22:59:00Z
SN|HZHG|266|-8.56|6.78|-8.29|5.86|2010-07-26T17:08:00Z|2013-09-01T11:52:00Z
SN|HZHT|160|-1.42|5.22|-1.97|3.43|2007-08-08T17:04:00Z|2009-04-18T19:17:00Z
SN|HZHT|129|-5.31|5.38|-5.61|3.17|2009-05-12T01:26:00Z|2010-08-27T19:23:00Z
SN|HZHT|135|1.57|4.61|1.31|4.14|2010-09-08T11:37:00Z|2011-11-14T04:05:00Z
SN|HZHT|179|-2.15|5.71|-2.51|3.77|2011-11-28T09:13:00Z|2013-09-02T04:30:00Z
