,gcmtid,depth,process_flag,p_z,p_r,s_z,s_r,s_t,surf_z,surf_r,surf_z_mt,surf_r_mt,p_all,sv_all,sh_all,ray_all,theall
1026,201011071926A,d5,preprocessed_10s_to_120s,2.6343889203797047e-06,3.1114245420299577e-06,6.558592983964038e-06,8.142155674700664e-06,1.6443657491424513e-05,8.311431017555052e-07,8.044793766972483e-07,0.49353037391957727,0.4940899467590021,2.8729067312048312e-06,7.350374329332351e-06,1.6443657491424513e-05,8.178112392263768e-07,6.8711874477970185e-06
1027,201011071926A,d5,preprocessed_20s_to_120s,1.6736146186877525e-06,2.1515238504069337e-06,4.205024752397007e-06,4.686834806278912e-06,9.328503261690821e-06,5.990087765108642e-07,5.731333329430674e-07,0.38256639047348096,0.4492293446395427,1.912569234547343e-06,4.445929779337959e-06,9.328503261690821e-06,5.860710547269658e-07,4.068268332575773e-06
1028,201011071926A,d5,preprocessed_40s_to_120s,1.0451289892285934e-06,1.2704869031546873e-06,2.1054754615468604e-06,2.702599878537363e-06,5.391027355378171e-06,3.0375972077506776e-07,3.2262049062946935e-07,0.2991065247924864,0.3547661022654213,1.1578079461916403e-06,2.4040376700421118e-06,5.391027355378171e-06,3.131901057022686e-07,2.316515769328548e-06
1029,201101122132A,d-10,preprocessed_10s_to_120s,7.196975074252292e-06,8.280095041706715e-06,3.583614113458276e-05,3.703985818946235e-05,4.5596541556633626e-05,5.403908271351219e-06,6.033837673945565e-06,0.6086271307215296,0.5809053597286559,7.738535057979503e-06,3.643799966202256e-05,4.5596541556633626e-05,5.718872972648392e-06,2.3872987312321022e-05
1030,201101122132A,d-10,preprocessed_20s_to_120s,5.7300545588119015e-06,7.05204054864493e-06,2.3819416173850986e-05,2.1400555914988903e-05,3.2710508651925454e-05,3.0193557316957345e-06,3.17587893715381e-06,0.4961149508931013,0.5126734974893061,6.391047553728416e-06,2.2609986044419943e-05,3.2710508651925454e-05,3.097617334424772e-06,1.6202289896124648e-05
1031,201101122132A,d-10,preprocessed_40s_to_120s,4.186032486271358e-06,5.694262499939219e-06,1.2555475691867664e-05,9.586345241888632e-06,2.1247375738231613e-05,1.1389995019010578e-06,1.3525393025157372e-06,0.26825152341124103,0.3109476777044668,4.9401474931052885e-06,1.1070910466878147e-05,2.1247375738231613e-05,1.2457694022083974e-06,9.626050775105863e-06
1032,201101122132A,d-15,preprocessed_10s_to_120s,7.388214646401867e-06,8.417905640258723e-06,3.639803198303257e-05,3.692137635713869e-05,4.918875204811608e-05,5.383088004494927e-06,6.02901121734682e-06,0.6016161404126434,0.575219942771574,7.903060143330295e-06,3.6659704170085634e-05,4.918875204811608e-05,5.706049610920873e-06,2.4864391493113218e-05
1033,201101122132A,d-15,preprocessed_20s_to_120s,5.881151779914736e-06,7.242567881745587e-06,2.4162208845013528e-05,2.1612896047700166e-05,3.3538541245173276e-05,3.12101813706912e-06,3.2394919632753817e-06,0.4980777708145403,0.5205568536593834,6.561859830830161e-06,2.288755244635685e-05,3.3538541245173276e-05,3.180255050172251e-06,1.6542052143133133e-05
1034,201101122132A,d-15,preprocessed_40s_to_120s,4.316019286745276e-06,5.924428544264921e-06,1.3174225397317463e-05,9.683257066890597e-06,2.1896251540838104e-05,1.1625215592900544e-06,1.3740313245335622e-06,0.27433219822172533,0.3073813944661584,5.120223915505099e-06,1.142874123210403e-05,2.1896251540838104e-05,1.2682764419118083e-06,9.92837328258976e-06
1035,201101122132A,d-5,preprocessed_10s_to_120s,7.121296865356364e-06,8.209457791417944e-06,3.582781567430979e-05,3.737429967171524e-05,4.451561531937493e-05,5.3825425970150916e-06,5.966644617133795e-06,0.6103622791040174,0.5808835829604212,7.665377328387154e-06,3.6601057673012515e-05,4.451561531937493e-05,5.674593607074443e-06,2.361416098196226e-05
1036,201101122132A,d-5,preprocessed_20s_to_120s,5.603369776692075e-06,7.035772438245781e-06,2.329000395612252e-05,2.1213460772509078e-05,3.180138121402767e-05,3.0975688571373076e-06,3.1601084982917323e-06,0.48869520701374436,0.5075191425937761,6.319571107468928e-06,2.22517323643158e-05,3.180138121402767e-05,3.1288386777145197e-06,1.587538084088173e-05
1037,201101122132A,d-5,preprocessed_40s_to_120s,4.092599950561489e-06,5.5209360886534635e-06,1.210545784490451e-05,9.485886222413795e-06,2.0695143339031265e-05,1.1104304608623096e-06,1.3264063874636109e-06,0.25874043336464997,0.3153673681566051,4.806768019607476e-06,1.0795672033659152e-05,2.0695143339031265e-05,1.2184184241629602e-06,9.379000454115215e-06
1038,201101122132A,d0,preprocessed_10s_to_120s,7.223251065157926e-06,8.035484631882166e-06,3.5528215553862577e-05,3.589953477621731e-05,4.321064848480723e-05,5.376216457774947e-06,5.961157475399045e-06,0.6096781436632552,0.5822976178510323,7.629367848520046e-06,3.571387516503994e-05,4.321064848480723e-05,5.668686966586996e-06,2.3055644616238553e-05
1039,201101122132A,d0,preprocessed_20s_to_120s,5.500111723832704e-06,6.915568108811956e-06,2.2780943660610653e-05,2.0935811443780812e-05,3.106112838452462e-05,3.091661781725529e-06,3.163253884748615e-06,0.4825272427837894,0.5046563954514188,6.2078399163223295e-06,2.185837755219573e-05,3.106112838452462e-05,3.127457833237072e-06,1.5563700921569937e-05
1040,201101122132A,d0,preprocessed_40s_to_120s,4.048374812092441e-06,5.4015377366077855e-06,1.1712249345056727e-05,9.33261146403023e-06,2.015383762640698e-05,1.0842463504672716e-06,1.298884488683916e-06,0.2542326117359861,0.319783832840337,4.7249562743501135e-06,1.052243040454348e-05,2.015383762640698e-05,1.1915654195755938e-06,9.148197431219042e-06
1041,201101122132A,d10,preprocessed_10s_to_120s,7.172806321569631e-06,7.794452470783518e-06,3.557862105166568e-05,3.6710390461102266e-05,4.280227730320208e-05,5.3358507320266515e-06,5.967545730779652e-06,0.6067366601193593,0.5912581357148256,7.483629396176574e-06,3.614450575638397e-05,4.280227730320208e-05,5.651698231403152e-06,2.3020527671791444e-05
1042,201101122132A,d10,preprocessed_20s_to_120s,5.394476267166897e-06,6.915499450699984e-06,2.2015970264211957e-05,2.0553255908853266e-05,2.990812256910449e-05,3.1110806474092155e-06,3.1629627497435373e-06,0.4752030986918909,0.5026251710813963,6.154987858933441e-06,2.1284613086532613e-05,2.990812256910449e-05,3.1370216985763766e-06,1.5121186303286728e-05
1043,201101122132A,d10,preprocessed_40s_to_120s,4.101503131235058e-06,5.129193641572233e-06,1.1048489529738823e-05,9.279574947512057e-06,1.8979468292567324e-05,1.0598582301462374e-06,1.2536281421417408e-06,0.25505390592197685,0.3266016701267062,4.615348386403645e-06,1.016403223862544e-05,1.8979468292567324e-05,1.156743186143989e-06,8.728898025935098e-06
1044,201101122132A,d15,preprocessed_10s_to_120s,7.116744803656874e-06,7.734091471013577e-06,3.523160936909312e-05,3.461544175266702e-05,3.7598303662353565e-05,5.354864492870051e-06,5.996670095888071e-06,0.6091414662089973,0.5985054787032944,7.425418137335225e-06,3.492352556088007e-05,3.7598303662353565e-05,5.675767294379061e-06,2.140575366373698e-05
1045,201101122132A,d15,preprocessed_20s_to_120s,5.333355967623749e-06,6.909685583707982e-06,2.1729996353875674e-05,2.0626785362159937e-05,2.9199574876025746e-05,3.081316945582848e-06,3.0592274218962686e-06,0.4712121017576312,0.5032932583286864,6.1215207756658656e-06,2.1178390858017806e-05,2.9199574876025746e-05,3.0702721837395585e-06,1.4892439673362245e-05
1046,201101122132A,d15,preprocessed_40s_to_120s,4.16022432798582e-06,4.998203045273487e-06,1.0801509517823131e-05,9.303428022331281e-06,1.8703073188599977e-05,1.0584454293996452e-06,1.2417763165964624e-06,0.2603009879397422,0.3330429772893296,4.579213686629654e-06,1.0052468770077207e-05,1.8703073188599977e-05,1.1501108729980537e-06,8.621216629576224e-06
1047,201101122132A,d5,preprocessed_10s_to_120s,7.284306962706488e-06,7.814664622739839e-06,3.563648102094227e-05,3.6331953265930787e-05,4.3831070789743493e-05,5.34442834486104e-06,5.932995359537888e-06,0.6074449447535032,0.5885261776949207,7.549485792723163e-06,3.598421714343653e-05,4.3831070789743493e-05,5.6387118521994645e-06,2.325087139452566e-05
1048,201101122132A,d5,preprocessed_20s_to_120s,5.453118674582782e-06,6.946166356326166e-06,2.2257033891885877e-05,2.0746867699385146e-05,3.03631489620273e-05,3.1060154350854912e-06,3.15891295060951e-06,0.47773484539987704,0.5055025614954186,6.199642515454474e-06,2.150195079563551e-05,3.03631489620273e-05,3.1324641928475007e-06,1.5299301616491196e-05
1049,201101122132A,d5,preprocessed_40s_to_120s,4.044134302567473e-06,5.209378894093948e-06,1.1373641674945906e-05,9.296849913283071e-06,1.943895825253687e-05,1.0671258521187406e-06,1.2676284672043098e-06,0.2539463628968687,0.3209821172842384,4.62675659833071e-06,1.0335245794114488e-05,1.943895825253687e-05,1.1673771596615252e-06,8.892084451160899e-06
1050,201102041353A,d-10,preprocessed_10s_to_120s,1.8426637159804236e-05,2.361259289716419e-05,6.261348560426858e-05,5.600370361773056e-05,9.061939090092226e-05,1.4471063559012727e-05,1.2263944487583024e-05,0.47835485278375006,0.5825907531885222,2.1019615028484213e-05,5.9308594610999566e-05,9.061939090092226e-05,1.3367504023297876e-05,4.607877614092598e-05
1051,201102041353A,d-10,preprocessed_20s_to_120s,1.2443743987355043e-05,1.8868821381334743e-05,4.316785401623341e-05,3.664179449473265e-05,5.825680814885278e-05,1.1398598986538348e-05,9.845790792881685e-06,0.24245022584983233,0.28480819136554314,1.5656282684344893e-05,3.990482425548303e-05,5.825680814885278e-05,1.0622194889710016e-05,3.111002749459768e-05
1052,201102041353A,d-10,preprocessed_40s_to_120s,9.26211695373631e-06,1.4792309497885963e-05,2.0067659384793782e-05,2.0770817864877984e-05,3.7037839376930115e-05,5.493292909095231e-06,5.48977479290102e-06,0.21520936551099595,0.2622180543907747,1.2027213225811136e-05,2.0419238624835883e-05,3.7037839376930115e-05,5.4915338509981255e-06,1.8743956269643813e-05
1053,201102041353A,d-15,preprocessed_10s_to_120s,1.7083769695560535e-05,2.2231515587669192e-05,6.080534760420947e-05,5.6157595132423314e-05,9.023368226280809e-05,1.4514358359765772e-05,1.2188165563203437e-05,0.4378761413987443,0.5330637734649532,1.965764264161486e-05,5.848147136831639e-05,9.023368226280809e-05,1.3351261961484604e-05,4.5431014558555986e-05
1054,201102041353A,d-15,preprocessed_20s_to_120s,1.1551348385068718e-05,1.777990151002301e-05,4.171081850230728e-05,3.519670426708335e-05,5.865624741868914e-05,1.1282891662477137e-05,9.863130354270338e-06,0.2169382134693892,0.26015203444804785,1.4665624947545864e-05,3.8453761384695315e-05,5.865624741868914e-05,1.0573011008373738e-05,3.058716118982602e-05
1055,201102041353A,d-15,preprocessed_40s_to_120s,8.971707078378254e-06,1.453574895043513e-05,1.9123690075650336e-05,1.997666383375666e-05,3.7283665197094275e-05,5.228826085362158e-06,5.333265712906787e-06,0.20409995366768144,0.2527827504558335,1.1753728014406691e-05,1.95501769547035e-05,3.7283665197094275e-05,5.281045899134473e-06,1.8467154016334735e-05
1056,201102041353A,d-5,preprocessed_10s_to_120s,1.9809649108972278e-05,2.458608055913497e-05,6.44543733197242e-05,5.8127577962844245e-05,9.237716632668994e-05,1.4555724517034013e-05,1.2381149661513404e-05,0.5271579265969883,0.6304172212023516,2.2197864834053625e-05,6.129097564128422e-05,9.237716632668994e-05,1.3468437089273708e-05,4.7333610972825374e-05
1057,201102041353A,d-5,preprocessed_20s_to_120s,1.3339025169621496e-05,1.9667421292640032e-05,4.2935728188444014e-05,3.850008192419018e-05,5.821951706700463e-05,1.1657278823593178e-05,1.0102406213509514e-05,0.2825339553444161,0.3239982587763377,1.6503223231130766e-05,4.071790505631709e-05,5.821951706700463e-05,1.0879842518551346e-05,3.158012196825096e-05
1058,201102041353A,d-5,preprocessed_40s_to_120s,9.479366816379682e-06,1.4597862700264662e-05,2.163078574302959e-05,2.1347461334112053e-05,3.406705873602313e-05,5.805748258520701e-06,5.538948460732767e-06,0.2289990144065167,0.27464737250335686,1.2038614758322172e-05,2.1489123538570823e-05,3.406705873602313e-05,5.672348359626735e-06,1.8316786348135714e-05
1059,201102041353A,d0,preprocessed_10s_to_120s,2.1150295788779906e-05,2.5826118771891095e-05,6.661159830128389e-05,5.9548254337672484e-05,9.334931634968879e-05,1.4640528092687691e-05,1.2470258755064027e-05,0.5756987804421269,0.672004449227131,2.34882072803355e-05,6.307992631947819e-05,9.334931634968879e-05,1.355539342387586e-05,4.836821084334459e-05
1060,201102041353A,d0,preprocessed_20s_to_120s,1.4290603274767844e-05,2.017189587213012e-05,4.4885663982564367e-05,3.979320266158583e-05,5.8602729384445676e-05,1.2025453932431517e-05,1.0325975531537942e-05,0.33111887956751745,0.36893013738902974,1.7231249573448982e-05,4.2339433322075097e-05,5.8602729384445676e-05,1.117571473198473e-05,3.233728175298862e-05
1061,201102041353A,d0,preprocessed_40s_to_120s,9.737488558929642e-06,1.4723191119532953e-05,2.257336520587198e-05,2.197488048685864e-05,3.305050235583181e-05,6.1589331147662125e-06,5.626221374515625e-06,0.24602163122764265,0.2852988514844734,1.2230339839231297e-05,2.227412284636531e-05,3.305050235583181e-05,5.892577244640919e-06,1.836188557151733e-05
1062,201102041353A,d10,preprocessed_10s_to_120s,2.3150866779702182e-05,2.753765647629375e-05,6.826889336324645e-05,5.790050742144996e-05,9.54064791377934e-05,1.5204762311983783e-05,1.2887287712369282e-05,0.6665808513544533,0.7595125241950451,2.5344261627997966e-05,6.308470039234821e-05,9.54064791377934e-05,1.4046025012176531e-05,4.947036654257902e-05
1063,201102041353A,d10,preprocessed_20s_to_120s,1.6092759483622505e-05,2.153704567418809e-05,4.739463784148208e-05,3.989276161557922e-05,6.075294206711885e-05,1.2755737634237991e-05,1.0839229437906764e-05,0.4328545107101495,0.4708137493226832,1.88149025789053e-05,4.3643699728530654e-05,6.075294206711885e-05,1.1797483536072377e-05,3.37522569776568e-05
1064,201102041353A,d10,preprocessed_40s_to_120s,1.0271698428069096e-05,1.5211137910409323e-05,2.4843946589003954e-05,2.283141918904649e-05,3.4641841551930005e-05,6.92663069981995e-06,6.0640144408450345e-06,0.2925285879817758,0.3194855655284061,1.274141816923921e-05,2.3837682889025224e-05,3.4641841551930005e-05,6.495322570332492e-06,1.9429066295131734e-05
1065,201102041353A,d15,preprocessed_10s_to_120s,2.3728556302148597e-05,2.8582661760774625e-05,6.81965945572688e-05,5.805877007174115e-05,9.538334266758347e-05,1.5539169592352407e-05,1.3044000925860553e-05,0.7077507567288924,0.7867587004592705,2.615560903146161e-05,6.312768231450498e-05,9.538334266758347e-05,1.429158525910648e-05,4.973955481816413e-05
1066,201102041353A,d15,preprocessed_20s_to_120s,1.6967605754106416e-05,2.221597467633737e-05,4.765503627604834e-05,3.953538981878912e-05,6.215760168492974e-05,1.318930014081902e-05,1.1179089937298984e-05,0.4884079858105527,0.5257926603221655,1.9591790215221894e-05,4.359521304741873e-05,6.215760168492974e-05,1.2184195039059002e-05,3.438219999665734e-05
1067,201102041353A,d15,preprocessed_40s_to_120s,1.0591436281783989e-05,1.5148904262650142e-05,2.6159135217493315e-05,2.3302931247074677e-05,3.5885300959873863e-05,7.283842324128401e-06,6.304666048442612e-06,0.31083736317805544,0.34299502294729567,1.2870170272217066e-05,2.4731033232283994e-05,3.5885300959873863e-05,6.794254186285506e-06,2.0070189662665106e-05
1068,201102041353A,d5,preprocessed_10s_to_120s,2.2427241081403776e-05,2.6836526867600006e-05,6.778998183483144e-05,5.8928711666026716e-05,9.388575988931972e-05,1.488165206192797e-05,1.274757616637687e-05,0.6220620194907732,0.7205011932000358,2.463188397450189e-05,6.335934675042907e-05,9.388575988931972e-05,1.3814614114152421e-05,4.8922901182100776e-05
1069,201102041353A,d5,preprocessed_20s_to_120s,1.514937221035489e-05,2.0867112086281197e-05,4.602662695836507e-05,4.0240447456686674e-05,5.953320787392949e-05,1.2482304447059883e-05,1.0653115889681784e-05,0.3842414767349836,0.42103616951996287,1.8008242148318044e-05,4.313353720752587e-05,5.953320787392949e-05,1.1567710168370833e-05,3.306067434953606e-05
1070,201102041353A,d5,preprocessed_40s_to_120s,9.966919788849759e-06,1.5082846834899078e-05,2.37558096062552e-05,2.2637196556211178e-05,3.3572747916758877e-05,6.541586236375032e-06,5.836975539708982e-06,0.2679047181582178,0.30168579559598296,1.2524883311874419e-05,2.319650308123319e-05,3.3572747916758877e-05,6.189280888042007e-06,1.8870853799477123e-05
1071,201102221409A,d-10,preprocessed_10s_to_120s,1.6198229368642276e-06,2.058514490359735e-06,5.033861408307077e-06,6.653877556008705e-06,1.0412979596902826e-05,7.316790082081275e-07,6.939105395631913e-07,0.5243957111297585,0.5582845329406587,1.8391687136119813e-06,5.843869482157891e-06,1.0412979596902826e-05,7.127947738856594e-07,4.70220314163959e-06
1072,201102221409A,d-10,preprocessed_20s_to_120s,9.788530771332393e-07,1.4817272558609762e-06,3.313942469640719e-06,4.02319442768283e-06,6.014154978225025e-06,6.296797157110078e-07,5.532592928232237e-07,0.5734947482298967,0.548090737909417,1.2302901664971078e-06,3.6685684486617744e-06,6.014154978225025e-06,5.914695042671157e-07,2.876120774412756e-06
1073,201102221409A,d-10,preprocessed_40s_to_120s,5.21949244075834e-07,8.490037296787399e-07,1.6785077978560442e-06,2.1591594817189657e-06,3.7520661344429633e-06,2.581999009566723e-07,3.3582486358031684e-07,0.39470884580337906,0.43694342164311756,6.854764868772869e-07,1.918833639787505e-06,3.7520661344429633e-06,2.9701238226849456e-07,1.6633471608440624e-06
1074,201102221409A,d-15,preprocessed_10s_to_120s,1.685139452054403e-06,2.1087109864247786e-06,5.153581418892243e-06,6.680633747574346e-06,1.0485668497950445e-05,8.182164692104659e-07,7.296370197483835e-07,0.5127032502927646,0.5305299028332113,1.8969252192395908e-06,5.917107583233295e-06,1.0485668497950445e-05,7.739267444794246e-07,4.768407011225689e-06
1075,201102221409A,d-15,preprocessed_20s_to_120s,9.79113753340555e-07,1.4961660303343285e-06,3.2511005765276605e-06,4.125705132571397e-06,6.35444385526083e-06,7.037166049374742e-07,5.876530754779214e-07,0.58711384189907,0.5526464905060112,1.2376398918374418e-06,3.688402854549529e-06,6.35444385526083e-06,6.456848402076979e-07,2.9815428604638744e-06
1076,201102221409A,d-15,preprocessed_40s_to_120s,5.290576066738147e-07,8.642299731270732e-07,1.7478300180719885e-06,2.233366187888246e-06,3.879805786331772e-06,2.783084844283195e-07,3.4331834173528706e-07,0.4071392891462454,0.4334468449824587,6.966437899004439e-07,1.9905981029801172e-06,3.879805786331772e-06,3.1081341308180327e-07,1.719465273073534e-06
1077,201102221409A,d-5,preprocessed_10s_to_120s,1.7576266246829613e-06,2.0708626624687343e-06,4.9648071211612405e-06,6.650703115617774e-06,8.869802453409406e-06,6.883832633911101e-07,6.683607993228934e-07,0.5397074730557578,0.5756306618192937,1.914244643575848e-06,5.807755118389508e-06,8.869802453409406e-06,6.783720313570017e-07,4.31754356168294e-06
1078,201102221409A,d-5,preprocessed_20s_to_120s,1.006229886955768e-06,1.4966856376050268e-06,3.1544663007002038e-06,3.916804775130093e-06,6.6690679457616e-06,5.948398031626379e-07,5.282753212669641e-07,0.5682587887956078,0.5498949787668698,1.2514577622803974e-06,3.535635537915148e-06,6.6690679457616e-06,5.61557562214801e-07,3.0044297020429864e-06
1079,201102221409A,d-5,preprocessed_40s_to_120s,5.171151482383939e-07,8.410172888061243e-07,1.6167079381928414e-06,2.0939377380992446e-06,3.6107295830999527e-06,2.467020654629298e-07,3.329766471259744e-07,0.39486355755228647,0.49978702093683774,6.790662185222592e-07,1.855322838146043e-06,3.6107295830999527e-06,2.898393562944521e-07,1.6087394990156766e-06
1080,201102221409A,d0,preprocessed_10s_to_120s,1.956917925780876e-06,1.758926323210913e-06,4.89038131797845e-06,6.686884994190061e-06,8.995145432391894e-06,6.57341118304526e-07,6.442506702230477e-07,0.5588991951451727,0.5930551171589996,1.8579221244958944e-06,5.7886331560842556e-06,8.995145432391894e-06,6.507958942637869e-07,4.323124151808958e-06
1081,201102221409A,d0,preprocessed_20s_to_120s,1.031268125587928e-06,1.481169846954138e-06,3.138849431085958e-06,3.671381423838631e-06,6.754810936791993e-06,5.542221545621214e-07,5.131686929659166e-07,0.5659829730210844,0.5619693440225575,1.256218986271033e-06,3.4051154274622945e-06,6.754810936791993e-06,5.336954237640189e-07,2.9874601935723348e-06
1082,201102221409A,d0,preprocessed_40s_to_120s,5.091007033111888e-07,8.358317817690726e-07,1.592134632394522e-06,2.0561138655137025e-06,3.5020382051006776e-06,2.2914171783607616e-07,3.2189591641698664e-07,0.38421894229693915,0.4953069947886809,6.724662425401307e-07,1.8241242489541122e-06,3.5020382051006776e-06,2.755188171265314e-07,1.568536878430363e-06
1083,201102221409A,d10,preprocessed_10s_to_120s,1.9870766801631903e-06,2.014127958126078e-06,4.63077679125779e-06,6.594290106137794e-06,9.238609228458565e-06,6.044084418704974e-07,6.24416898162746e-07,0.5827865048218915,0.6395622231026046,2.0006023191446343e-06,5.612533448697792e-06,9.238609228458565e-06,6.144126700166218e-07,4.366539416579403e-06
1084,201102221409A,d10,preprocessed_20s_to_120s,1.0875050065968731e-06,1.4793122064153456e-06,3.144418924302762e-06,3.600980088823573e-06,6.709554014613747e-06,5.033124809186452e-07,4.912474898362531e-07,0.5751055084941274,0.5933569742204119,1.2834086065061093e-06,3.3726995065631677e-06,6.709554014613747e-06,4.972799853774491e-07,2.9657355282651187e-06
1085,201102221409A,d10,preprocessed_40s_to_120s,5.06030091135561e-07,9.476494395916327e-07,1.620650208626855e-06,2.0154849106653877e-06,3.301280306659992e-06,2.1685062105776427e-07,3.054697816849753e-07,0.3763172169758349,0.49142885943076825,7.268397653635968e-07,1.8180675596461214e-06,3.301280306659992e-06,2.611602013713698e-07,1.52683695826027e-06
1086,201102221409A,d15,preprocessed_10s_to_120s,2.191133800530703e-06,2.0731031114300124e-06,4.5252258957469246e-06,6.541079021461665e-06,9.306482190294416e-06,5.897537769188e-07,6.181869820421653e-07,0.5962114610172572,0.6623472812266509,2.1321184559803576e-06,5.533152458604295e-06,9.306482190294416e-06,6.039703794804827e-07,4.393930871089887e-06
1087,201102221409A,d15,preprocessed_20s_to_120s,1.1437067511725908e-06,1.4720318491232586e-06,3.3341701589766626e-06,3.4765529055817186e-06,6.317698490840131e-06,4.813786181262065e-07,4.92812207005107e-07,0.5980459663792506,0.6006278089147569,1.3078693001479248e-06,3.4053615322791908e-06,6.317698490840131e-06,4.870954125656567e-07,2.8795061839582257e-06
1088,201102221409A,d15,preprocessed_40s_to_120s,5.074067385557865e-07,9.507708187770265e-07,1.6644557198517654e-06,2.079879095711463e-06,3.260790292063142e-06,2.0825906049874421e-07,2.9653253606741324e-07,0.3703450597016974,0.4902771556649957,7.290887786664064e-07,1.8721674077816141e-06,3.260790292063142e-06,2.5239579828307874e-07,1.5286105691985604e-06
1089,201102221409A,d5,preprocessed_10s_to_120s,1.9069040418943072e-06,1.9307635586342735e-06,4.841869546461923e-06,6.728920588025015e-06,9.189837355181051e-06,6.219909596996278e-07,6.41121716935977e-07,0.5758679112066873,0.6238545068097971,1.9188338002642903e-06,5.785395067243469e-06,9.189837355181051e-06,6.315563383178023e-07,4.381405640251653e-06
1090,201102221409A,d5,preprocessed_20s_to_120s,1.0658557392527418e-06,1.4692561432910533e-06,3.132066449453678e-06,3.6118036279999283e-06,6.715478502783054e-06,5.186996070519639e-07,4.991594160303093e-07,0.5670708795664595,0.5823927524619386,1.2675559412718977e-06,3.371935038726803e-06,6.715478502783054e-06,5.089295115411367e-07,2.9659747485807228e-06
1091,201102221409A,d5,preprocessed_40s_to_120s,5.082377093980758e-07,9.424558896760309e-07,1.6085119118261773e-06,2.019871901363804e-06,3.3733587161730377e-06,2.231101676246337e-07,3.13656783470591e-07,0.3806682636270002,0.4957686871721809,7.253467995370533e-07,1.8141919065949907e-06,3.3733587161730377e-06,2.6838347554761234e-07,1.5453202244631734e-06
1092,201102232214A,d-10,preprocessed_10s_to_120s,1.29331545116892e-06,1.7516040376126937e-06,5.557028874779012e-06,4.6392697620443735e-06,1.0865151617607255e-05,7.654367666712394e-07,8.37295355560792e-07,0.4560156494628391,0.5218778411132698,1.522459744390807e-06,5.098149318411693e-06,1.0865151617607255e-05,8.013660611160157e-07,4.571781685381442e-06
1093,201102232214A,d-10,preprocessed_20s_to_120s,8.381714638311032e-07,1.312389277533386e-06,3.778502500193863e-06,3.275548644372552e-06,6.914703467130065e-06,7.385115071971523e-07,8.121677706722954e-07,0.48469408884678783,0.42238538627022554,1.0752803706822446e-06,3.5270255722832075e-06,6.914703467130065e-06,7.753396389347238e-07,3.0730872622575603e-06
1094,201102232214A,d-10,preprocessed_40s_to_120s,4.6040081001694563e-07,7.935774560343271e-07,1.676847714543825e-06,2.590365468501904e-06,4.665120468799748e-06,3.4055220286193544e-07,4.2356271995087694e-07,0.37008348752330883,0.36493744344350454,6.269891330256364e-07,2.1336065915228646e-06,4.665120468799748e-06,3.8205746140640617e-07,1.9519434136886638e-06
1095,201102232214A,d-15,preprocessed_10s_to_120s,1.4328609236178924e-06,1.8210572479606542e-06,5.648211496648395e-06,4.79131830769125e-06,1.1226755160629017e-05,8.729833189830385e-07,8.907612339657194e-07,0.49116560718045393,0.5623989362554687,1.6269590857892733e-06,5.219764902169822e-06,1.1226755160629017e-05,8.818722764743789e-07,4.738837856265622e-06
1096,201102232214A,d-15,preprocessed_20s_to_120s,8.743821937618088e-07,1.325568018690653e-06,3.6976183112011233e-06,3.3447103605444773e-06,7.221130330792488e-06,8.399180421233443e-07,8.827758029087948e-07,0.5093110678547086,0.4478137592795349,1.0999751062262308e-06,3.5211643358728003e-06,7.221130330792488e-06,8.613469225160695e-07,3.1759041738518968e-06
1097,201102232214A,d-15,preprocessed_40s_to_120s,4.7597237285948033e-07,8.01655781067832e-07,1.7227529128629029e-06,2.6489889421059595e-06,4.862613494252439e-06,3.6989641927885185e-07,4.4984893256273794e-07,0.38702506538022446,0.3774339622449682,6.388140769636562e-07,2.185870927484431e-06,4.862613494252439e-06,4.0987267592079487e-07,2.0242927936553306e-06
1098,201102232214A,d-5,preprocessed_10s_to_120s,1.208639084085111e-06,1.686079813743079e-06,5.548328047443742e-06,4.498198115723466e-06,1.004161093984667e-05,6.863999673882347e-07,7.853689021841965e-07,0.4470113827847075,0.49603294036106754,1.4473594489140948e-06,5.023263081583603e-06,1.004161093984667e-05,7.358844347862157e-07,4.312029476282647e-06
1099,201102232214A,d-5,preprocessed_20s_to_120s,8.276361283593048e-07,1.3192245158431301e-06,3.7971794677235766e-06,3.2204320779835386e-06,6.758036590752208e-06,6.505950163338227e-07,7.423054999184087e-07,0.458985005783935,0.39861754039838165,1.0734303221012175e-06,3.5088057728535576e-06,6.758036590752208e-06,6.964502581261157e-07,3.0091807359582747e-06
1100,201102232214A,d-5,preprocessed_40s_to_120s,4.565052644730351e-07,7.711223569640487e-07,1.568809288407609e-06,2.563973901690506e-06,4.42908129684313e-06,3.1416500635633464e-07,4.1300452621059485e-07,0.3530466628925858,0.3590182801924195,6.138138107185419e-07,2.0663915950490575e-06,4.42908129684313e-06,3.6358476628346477e-07,1.8682178672235486e-06
1101,201102232214A,d0,preprocessed_10s_to_120s,1.2235017232906047e-06,1.6455174611123112e-06,5.530675155781617e-06,4.430175004451761e-06,9.968500075535775e-06,6.792594651218523e-07,7.804590357912507e-07,0.44956200626299436,0.4776447443552276,1.434509592201458e-06,4.980425080116688e-06,9.968500075535775e-06,7.298592504565515e-07,4.278323499577619e-06
