netsta,snr_r,snr_t,snr_z,allsnr_r,allsnr_t,allsnr_z,count
BO.TSA,6.179665828092241,2.1437496855345906,10.137467924528298,2947.7005999999988,1022.5685999999997,4835.572199999999,477
BO.TSK,6.086664000000002,1.4916496842105267,9.34287115789473,2891.165400000001,708.5336000000002,4437.863799999997,475
BO.TTO,7.384496049896057,1.992503326403326,9.700291891891892,3551.942600000003,958.3940999999999,4665.8404,481
BO.TYS,6.391996861924677,1.3971075313807535,9.590308995815894,3055.374499999996,667.8174000000001,4584.167699999997,478
BO.UMJ,8.033178870292884,2.4591376569037635,9.936248326359827,3839.859499999999,1175.467799999999,4749.526699999998,478
BO.URH,6.181176666666665,2.3148104166666683,9.734843750000005,2966.9647999999993,1111.1090000000008,4672.725000000002,480
BO.WJM,6.481881914893624,1.4123889361702124,9.540738510638295,3046.4845000000037,663.8227999999998,4484.147099999999,470
BO.WTR,6.1490383371824455,1.5929117782909936,9.008731408775983,2662.533599999999,689.7308000000003,3900.7807000000007,433
BO.YAS,6.282772117400419,2.127800628930817,9.341766457023066,2996.8822999999998,1014.9608999999997,4456.022600000003,477
BO.YMZ,6.493043006263042,1.5962995824634665,9.690843841336115,3110.167599999997,764.6275000000004,4641.914199999999,479
BO.YNG,5.3623414736842125,1.544492,9.239399789473689,2547.112200000001,733.6337,4388.714900000002,475
BO.YSI,6.409391858037582,2.6358766179540685,10.18180981210856,3070.098700000002,1262.5848999999987,4877.0869,479
BO.YTY,6.589768776371308,2.570777004219407,10.214490084388196,3123.5504,1218.548299999999,4841.668300000005,474
BO.YZK,7.631062916666668,2.5682529166666654,10.171393958333342,3662.9102000000007,1232.7613999999994,4882.269100000004,480
BO.ZMM,4.243779664570229,0.917354507337526,8.830841299790356,2024.2828999999992,437.5780999999999,4212.311299999999,477
BU.BDH,3.072395967741935,1.2649048387096773,4.25370120967742,761.9541999999998,313.6964,1054.9179000000001,248
BU.BJT,3.6615704607046085,2.5231517615176156,4.068009485094848,1351.1195000000005,931.0430000000001,1501.0954999999988,369
BU.CDT,3.8639318644067795,1.9514928813559331,6.161430847457627,1139.8599,575.6904000000003,1817.6221,295
BU.CHL,3.8375953246753234,1.9866810389610392,5.554841818181815,1477.4741999999994,764.8722000000001,2138.614099999999,385
BU.DAX,3.6432835051546406,2.161962886597939,2.7960103092783495,353.3985000000001,209.71040000000008,271.2129999999999,97
BU.DOH,3.242695275590551,1.323166929133859,4.968377559055122,823.6446,336.0844000000002,1261.9679000000008,254
BU.DSQ,2.4247744680851064,1.4970999999999999,2.8265521276595758,227.92880000000002,140.7274,265.6959000000001,94
BU.FHS,3.506796787148593,1.5931598393574304,2.5640184738955822,873.1923999999997,396.69680000000017,638.4406,249
